Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
EURNOK,AUDSGD,36.7,-38.9,-66.3,-67.4
EURNOK,CADCHF,-67.4,24.3,-67.1,-89.9
EURNOK,CADHKD,39.5,26.2,-62.8,-73.5
EURNOK,CADJPY,35.6,20.2,-69.8,-79.2
EURNOK,CADSGD,-9.8,27.1,-82.9,-82.7
EURNOK,CHFJPY,77.1,-1.8,33.7,-20.6
EURNOK,CHFZAR,45.5,16,25.9,-34.3
EURNOK,EURCAD,80.7,-26.6,65.6,93.1
EURNOK,EURGBP,85.9,-23.1,37.2,74.2
EURNOK,EURHUF,68.9,-33.9,22.5,40.2
EURNOK,EURNOK,100,100,100,100
EURNOK,EURNZD,83.3,14.3,78.3,94.5
EURNOK,EURSEK,14.4,4.5,39.2,49.3
EURNOK,EURSGD,85,-21.7,43.2,2.7
EURNOK,EURTRY,76.8,-38.6,67.3,9.7
EURNOK,EURZAR,54.2,14.4,27,-23.3
EURNOK,GBPAUD,-62.4,28.1,42.2,-20.3
EURNOK,GBPCAD,-33.3,12.7,56.9,67.5
EURNOK,GBPCHF,-72.5,20.9,-39.7,-62.4
EURNOK,GBPHKD,-14.3,24.1,29.5,-27.1
EURNOK,GBPJPY,-17.8,19.4,-22.2,-62.2
EURNOK,GBPNZD,-24.7,35.8,29.1,85.1
EURNOK,GBPSGD,-65.8,21.7,6.7,-59.4
EURNOK,GBPUSD,-18.4,23.3,30,-30.4
EURNOK,GBPZAR,13.5,17.9,16,-49
EURNOK,HKDJPY,-9.7,7,-52.4,-36.7
EURNOK,NZDCAD,-34.3,-48.9,38.9,-61
EURNOK,NZDCHF,-76.8,-41.9,-79.5,-92.3
EURNOK,NZDHKD,20.3,-35.1,0.5,-75.8
EURNOK,NZDJPY,7.4,-38.6,-66.2,-84.9
EURNOK,NZDSGD,-52.6,-46,-29.8,-82.9
EURNOK,NZDUSD,12.6,-36.3,1.5,-76.3
EURNOK,SGDHKD,59.1,-4.8,47.4,67.5
EURNOK,SGDJPY,45.1,7.1,-35.7,10.6
EURNOK,TRYJPY,37.5,38.4,-47.7,-8.3
EURNOK,USDCAD,-37.4,-24.4,65,74.5
EURNOK,USDCNH,-52.7,-17.8,-38.3,48.9
EURNOK,USDCZK,-88.5,2.8,-54.6,-50
EURNOK,USDDKK,-87.6,15.9,-55.9,-51.4
EURNOK,USDHUF,-85.8,-1.8,-53.1,-31.3
EURNOK,USDJPY,-4.4,8.1,-52.2,-33.5
EURNOK,USDMXN,73.4,32.9,5.3,-75.2
EURNOK,USDNOK,-72.1,47.7,-4.5,81.1
EURNOK,USDPLN,-86.3,40,-78,-64.5
EURNOK,USDSEK,-84.3,20.3,-35.3,-19.6
EURNOK,USDSGD,-55.8,7.9,-50.7,-64.7
EURNOK,USDTRY,-51.9,-40.3,2.5,-12
EURNOK,USDZAR,19.5,15.9,11.4,-43.9
EURNOK,AUDCHF,-43.4,-19.1,-64.4,-30.4
EURNOK,AUDHKD,76.8,-26,-49.2,-7.1
EURNOK,AUDUSD,77,-27.7,-49.1,-12.6
EURNOK,CHFHKD,81,-10.8,59.4,31
EURNOK,EURAUD,78.9,-6.6,65.3,49.3
EURNOK,EURCHF,79.7,-23.5,12.9,74.9
EURNOK,EURCZK,-48.6,-19.6,-21.6,19
EURNOK,EURDKK,-71.2,-57.2,49.5,43.1
EURNOK,EURHKD,87.7,-17.9,58.8,56
EURNOK,EURJPY,83.5,-17,33.8,11.2
EURNOK,EURPLN,10.4,33.2,-17.2,-50.6
EURNOK,EURUSD,87.7,-18.8,57.6,51.8
EURNOK,GBPPLN,-82.8,35.1,-50.5,-84.1
EURNOK,SGDCHF,-57.3,14.2,-43.9,29.5
EURNOK,USDCHF,-81,12.2,-58.1,-25.4
EURNOK,USDINR,-56.7,19.1,-17.8,-79.7
EURNOK,ZARJPY,-20.8,-16,-21.2,30.4
EURNOK,USDHKD,63.2,29.9,-12.2,81.6
EURNOK,USDTHB,-77.3,-56.9,-44.1,-47.1
EURNOK,USDSAR,-67.5,28,12.8,-60.8
EURNZD,AUDCAD,73.6,67,4.9,73.9
EURNZD,AUDJPY,77.6,2.2,-68.4,-34.8
EURNZD,AUDNZD,89.7,22.9,-60,83.1
EURNZD,AUDSGD,29.1,29.3,-54.7,-66
EURNZD,CADCHF,-78.1,-79.5,-91.8,-88.8
EURNZD,CADHKD,39.5,-50.2,-75.9,-83.1
EURNZD,CADJPY,43.8,-46.5,-82.8,-77.8
EURNZD,CADSGD,-19.7,-72.5,-74.1,-88
EURNZD,CHFJPY,92.2,31.8,64.7,-19.5
EURNZD,CHFZAR,55.5,-30.9,-28,-46.1
EURNZD,EURCAD,89.8,78.5,93.1,91.8
EURNZD,EURGBP,88.3,78.6,71.1,81.7
EURNZD,EURHUF,84.9,52.4,38,39.8
EURNZD,EURNOK,83.3,14.3,78.3,94.5
EURNZD,EURNZD,100,100,100,100
EURNZD,EURSEK,18.6,-20.8,-10.1,52.2
EURNZD,EURSGD,88.8,68.1,83.4,-9.6
EURNZD,EURTRY,85.4,72.5,71.5,-0.6
EURNZD,EURZAR,64.3,-26.9,-26.2,-35.5
EURNZD,GBPAUD,-58.8,-72.7,40.2,-36.9
EURNZD,GBPCAD,-27.2,-60.1,57.9,55.4
EURNZD,GBPCHF,-74.2,-78.1,-72.2,-72.4
EURNZD,GBPHKD,-4.5,-77.3,23.6,-46.3
EURNZD,GBPJPY,-2.3,-61,-37.3,-68.9
EURNZD,GBPNZD,0.2,-60,3.7,87.4
EURNZD,GBPSGD,-68.7,-77.6,14.4,-73.3
EURNZD,GBPUSD,-9.2,-77.8,26.7,-49.3
EURNZD,GBPZAR,22.9,-43.2,-38.7,-62.2
EURNZD,HKDJPY,-0.7,-20.9,-61.5,-24.7
EURNZD,NZDCAD,-53.2,43.1,68.4,-75.6
EURNZD,NZDCHF,-92.2,-65.8,-94.8,-99
EURNZD,NZDHKD,1.7,11.9,28.9,-88.9
EURNZD,NZDJPY,-7.1,-20.8,-52.4,-90.1
EURNZD,NZDSGD,-77.6,-7.2,12.6,-92.6
EURNZD,NZDUSD,-6.6,12.7,32.2,-89.2
EURNZD,SGDHKD,71.5,42.4,20,64
EURNZD,SGDJPY,62.6,-9.6,-63.5,25.4
EURNZD,TRYJPY,46.7,-48,-21.9,5.6
EURNZD,USDCAD,-37.4,49.7,73.8,83.9
EURNZD,USDCNH,-56.6,14.2,-48.7,63.1
EURNZD,USDCZK,-95.3,-58.2,-86.1,-36.2
EURNZD,USDDKK,-95.8,-65.3,-88.2,-37.4
EURNZD,USDHUF,-86.6,-60.6,-80.8,-17.5
EURNZD,USDJPY,4.9,-21.6,-63.7,-21.1
EURNZD,USDMXN,79.6,4.5,34.9,-80
EURNZD,USDNOK,-93.2,-53.8,-56.7,84.5
EURNZD,USDPLN,-93.9,-54.7,-61.3,-52.5
EURNZD,USDSEK,-91.1,-71.3,-77.9,-6.9
EURNZD,USDSGD,-68.2,-44.1,-27.8,-60.9
EURNZD,USDTRY,-55.3,35.4,-29.7,-17.1
EURNZD,USDZAR,27.6,-34.9,-41.9,-50.5
EURNZD,AUDCHF,-56.3,-54,-85.5,-19.2
EURNZD,AUDHKD,80.3,42.5,-53.5,-8.9
EURNZD,AUDUSD,80.4,43.4,-49.7,-14.5
EURNZD,CHFHKD,88.9,59.5,85.1,15.2
EURNZD,EURAUD,90.5,65,90.3,39.3
EURNZD,EURCHF,85.2,58.6,39.1,73.6
EURNZD,EURCZK,-23.2,-30.7,-41.8,13.5
EURNZD,EURDKK,-79.6,42.3,23.3,24.7
EURNZD,EURHKD,96,64.5,88.9,42
EURNZD,EURJPY,95.9,67.5,70,11.7
EURNZD,EURPLN,15.6,17.1,31.7,-46.7
EURNZD,EURUSD,96.1,64.9,88.6,37.5
EURNZD,GBPPLN,-84,-72.1,-37.8,-87.7
EURNZD,SGDCHF,-57,-66.4,-81.5,41.3
EURNZD,USDCHF,-89.2,-60.5,-85.1,-9.3
EURNZD,USDINR,-52.2,43.3,31.5,-79.7
EURNZD,ZARJPY,-25.7,34.8,33.4,43.5
EURNZD,USDHKD,67.1,-18.7,-57.7,84.1
EURNZD,USDTHB,-88.7,40.2,1.3,-37.7
EURNZD,USDSAR,-72,-5.4,-27.1,-60.3
EURSEK,AUDCAD,-26.7,-10.3,-4.8,61.6
EURSEK,AUDJPY,5.1,-39.6,-1.1,-19.3
EURSEK,AUDNZD,29.1,-38.8,37.5,59.4
EURSEK,AUDSGD,31.1,15.5,-28.5,-53.7
EURSEK,CADCHF,12.4,-3,27.4,-44.9
EURSEK,CADHKD,59.2,47.4,14,-73.6
EURSEK,CADJPY,27.5,-26.1,1.5,-59.1
EURSEK,CADSGD,44.3,22.8,-31.6,-73.2
EURSEK,CHFJPY,10.3,-36.7,-55,-48.3
EURSEK,CHFZAR,27.1,-30.2,73.6,-39.9
EURSEK,EURCAD,-7.7,1.4,-28,45.9
EURSEK,EURGBP,22.8,-4,-24.3,40
EURSEK,EURHUF,5.6,45.2,18.3,21.2
EURSEK,EURNOK,14.4,4.5,39.2,49.3
EURSEK,EURNZD,18.6,-20.8,-10.1,52.2
EURSEK,EURPLN,26.1,19.8,-82.7,-30.6
EURSEK,EURSEK,100,100,100,100
EURSEK,EURSGD,25.1,17.9,-52.2,-59.9
EURSEK,EURTRY,9.7,6,21.8,-31.4
EURSEK,EURUSD,23.5,21.8,-32.3,-22.6
EURSEK,EURZAR,23.4,-31.2,73.9,-35
EURSEK,GBPAUD,-27.6,12.3,-7.8,-43.1
EURSEK,GBPCAD,-40,10.9,-13.7,29
EURSEK,GBPCHF,-30.6,4.8,24.6,-35.3
EURSEK,GBPHKD,-0.9,34.6,-7.9,-55.7
EURSEK,GBPJPY,-35.9,-11,-13.9,-61.7
EURSEK,GBPNZD,-13.1,-3.5,24.2,47.8
EURSEK,GBPPLN,-16.7,11.3,-52.4,-47.2
EURSEK,GBPSGD,-14,19.2,-38.9,-71.2
EURSEK,GBPUSD,-5,32.8,-12.1,-57.7
EURSEK,GBPZAR,13.9,-24,71,-45.5
EURSEK,HKDJPY,-51.4,-47.7,-6,-8.1
EURSEK,NZDCAD,-57.4,16.9,-44.2,-42.6
EURSEK,NZDCHF,-29.3,22.6,7.2,-52.3
EURSEK,NZDHKD,24.2,45,-46.3,-67
EURSEK,NZDJPY,-43.9,-22.9,-49.4,-62.2
EURSEK,NZDSGD,-1,43.9,-79.6,-69.1
EURSEK,NZDUSD,17.3,42.4,-50.1,-67.2
EURSEK,SGDCHF,-37,-33.7,53.8,76.1
EURSEK,SGDHKD,14.6,33.5,60.9,45.8
EURSEK,SGDJPY,-25.4,-47.7,29.6,32.6
EURSEK,TRYJPY,-5.1,-31.1,-69.2,25.8
EURSEK,USDCAD,-58.6,-43.9,-6.5,73.7
EURSEK,USDCHF,-35.7,-32.8,31.2,43
EURSEK,USDCNH,-41.5,-32.1,17.6,57.2
EURSEK,USDCZK,-23.3,-19,34,24.1
EURSEK,USDDKK,-23.6,-22.8,35,23
EURSEK,USDHUF,-31.6,4.8,41.7,32.3
EURSEK,USDINR,36.4,14.3,-84.9,-47.3
EURSEK,USDJPY,-47.3,-45.9,-1.6,-5.2
EURSEK,USDMXN,-28.7,2.3,-53.9,-57.4
EURSEK,USDNOK,-25.9,-18.1,65.4,72.9
EURSEK,USDPLN,-16.8,-9.5,-49.8,-2.3
EURSEK,USDSEK,12.9,0.7,60.5,62.6
EURSEK,USDSGD,-10.9,-27,-54.2,-43.5
EURSEK,USDTRY,-31.9,-26.1,60,-25
EURSEK,USDZAR,16.5,-31,71.7,-26.1
EURSEK,ZARJPY,-26.1,27,-76.4,24.8
EURSEK,AUDCHF,-15.7,-27,24.2,20.3
EURSEK,AUDHKD,37.4,29.1,6.2,-13
EURSEK,AUDUSD,35.9,25.1,0.3,-17.3
EURSEK,CHFHKD,37.1,35.8,-28.7,-38.6
EURSEK,EURAUD,5,13,-25.8,-6.3
EURSEK,EURCHF,-2,-0.6,-14.5,36.3
EURSEK,EURCZK,-5.3,-9.2,26.6,14.9
EURSEK,EURDKK,-35.6,-0.7,59.4,-11.8
EURSEK,EURHKD,24.8,23.8,-30.3,-18.8
EURSEK,EURJPY,5.3,-34.7,-52.7,-28.4
EURSEK,USDHKD,57.6,60.6,74.7,63.4
EURSEK,USDTHB,-28.4,2.1,-72.2,-23.1
EURSEK,USDSAR,-5,-0.4,47.7,-63.6
EURSGD,AUDCAD,63.2,65.8,12,-55.6
EURSGD,AUDJPY,77.5,-40.2,-57.4,-22
EURSGD,AUDNZD,85,-44.5,-74.1,-53.4
EURSGD,AUDSGD,64.4,52.2,-24.5,3
EURSGD,CADCHF,-64.2,-82.4,-90.7,-5.1
EURSGD,CADHKD,53.8,-14.2,-64.8,40.1
EURSGD,CADJPY,51.7,-81.4,-73.9,29
EURSGD,CADSGD,16.5,-57.7,-42.7,43.5
EURSGD,CHFJPY,85.9,-17.9,76,63.4
EURSGD,CHFZAR,54.8,-61.2,-65.8,51.7
EURSGD,EURCAD,75.8,93.1,93.6,10.1
EURSGD,EURGBP,94.1,91.3,76.3,7.9
EURSGD,EURHUF,73.6,86,27.1,32
EURSGD,EURNOK,85,-21.7,43.2,2.7
EURSGD,EURNZD,88.8,68.1,83.4,-9.6
EURSGD,EURPLN,4.8,36,72.9,34.4
EURSGD,EURSEK,25.1,17.9,-52.2,-59.9
EURSGD,EURSGD,100,100,100,100
EURSGD,EURTRY,76.9,89.4,51.9,78.3
EURSGD,EURUSD,90.8,97.7,94.7,69.2
EURSGD,EURZAR,61.3,-55.3,-64,56.5
EURSGD,GBPAUD,-76.5,-76.2,32.9,62.4
EURSGD,GBPCAD,-49.8,-67.1,52.2,7.5
EURSGD,GBPCHF,-86.2,-83.3,-75.8,-0.1
EURSGD,GBPHKD,-27.5,-63.9,23.4,47.8
EURSGD,GBPJPY,-28.9,-87,-32.6,45.9
EURSGD,GBPNZD,-32.1,-89.6,-21.2,-21.8
EURSGD,GBPPLN,-92.3,-77.5,-5.1,12.9
EURSGD,GBPSGD,-62.5,-75,30.4,57.5
EURSGD,GBPUSD,-32.4,-64.4,28.1,48.9
EURSGD,GBPZAR,16.8,-69.5,-73.5,44.5
EURSGD,HKDJPY,-10.2,-71.5,-56.5,-0.4
EURSGD,NZDCAD,-56.4,87,89,38.6
EURSGD,NZDCHF,-89.4,1.8,-74.2,16.2
EURSGD,NZDHKD,10.9,77.7,65.2,44.2
EURSGD,NZDJPY,0.3,-18.4,-14,38.1
EURSGD,NZDSGD,-40.5,67.9,65.1,46.5
EURSGD,NZDUSD,1,78.2,69,44.3
EURSGD,SGDCHF,-83.1,-90.3,-97.3,-90.9
EURSGD,SGDHKD,43.1,71.8,-12.3,-32.5
EURSGD,SGDJPY,30.6,-62.8,-77,-32.9
EURSGD,TRYJPY,43.9,-86.4,11.4,-69.7
EURSGD,USDCAD,-51.3,13.5,59,-40.4
EURSGD,USDCHF,-89.2,-88.1,-89.4,-69.4
EURSGD,USDCNH,-55.6,-32.5,-59.6,-49.4
EURSGD,USDCZK,-91.4,-90,-94.5,-70.6
EURSGD,USDDKK,-90.5,-97.2,-95.5,-69.6
EURSGD,USDHUF,-87.3,-83.2,-91.6,-52.5
EURSGD,USDINR,-44.5,26.7,70.4,35.8
EURSGD,USDJPY,-3.6,-72.3,-60.5,-2.5
EURSGD,USDMXN,66.7,2.1,63.1,48.5
EURSGD,USDNOK,-84.7,-94.1,-87.3,-44.1
EURSGD,USDPLN,-91,-75.8,-25.9,-26.9
EURSGD,USDSEK,-83.5,-96,-97.1,-82.1
EURSGD,USDSGD,-38.3,-72.6,2.3,31.3
EURSGD,USDTRY,-58.4,11.5,-57.3,57.5
EURSGD,USDZAR,26.8,-65.4,-76.4,29.3
EURSGD,ZARJPY,-27.7,59.5,70.5,-31.9
EURSGD,AUDCHF,-43.7,-61.8,-81.7,-74.4
EURSGD,AUDHKD,87.2,73.5,-38.3,-27.3
EURSGD,AUDUSD,86.9,73.7,-31.9,-24.5
EURSGD,CHFHKD,89.6,87.4,88.1,66.6
EURSGD,EURAUD,74.8,91.1,88.1,71.4
EURSGD,EURCHF,74,91.5,48.9,23.7
EURSGD,EURCZK,-50.8,-51.3,-56.1,-16.3
EURSGD,EURDKK,-74.9,78.6,-4.6,44.2
EURSGD,EURHKD,91.3,97.6,93.9,66.1
EURSGD,EURJPY,87,42.6,83.3,65.2
EURSGD,USDHKD,80.6,-12.8,-86.4,-42.6
EURSGD,USDTHB,-86,48.2,39.8,23.4
EURSGD,USDSAR,-63.9,-9.6,-52.6,41.3
EURTRY,AUDCAD,57.9,76.2,44.2,-54.6
EURTRY,AUDJPY,73.6,-12.4,-26.4,-24.9
EURTRY,AUDNZD,78.5,-24.7,-11.7,-50
EURTRY,AUDSGD,28.6,51.2,-16.3,-35
EURTRY,CADCHF,-60.3,-85.9,-56.7,-12.3
EURTRY,CADHKD,53.4,-38.5,-62.6,11.9
EURTRY,CADJPY,50.5,-65.5,-55.4,26.4
EURTRY,CADSGD,-11.2,-71.9,-64.5,23.7
EURTRY,CHFJPY,82.1,11.3,33.1,69.3
EURTRY,CHFZAR,47.4,-46.4,5.3,61.4
EURTRY,EURCAD,73.7,92.3,64.9,19
EURTRY,EURGBP,82.5,88.2,73.1,19.5
EURTRY,EURHUF,81,83.4,31.4,63.8
EURTRY,EURNOK,76.8,-38.6,67.3,9.7
EURTRY,EURNZD,85.4,72.5,71.5,-0.6
EURTRY,EURPLN,19.8,11.5,-1.7,41.1
EURTRY,EURSEK,9.7,6,21.8,-31.4
EURTRY,EURSGD,76.9,89.4,51.9,78.3
EURTRY,EURTRY,100,100,100,100
EURTRY,EURUSD,90.1,86,57.6,47.2
EURTRY,EURZAR,55.3,-40.8,9,68.6
EURTRY,GBPAUD,-61.1,-78.3,-11.5,62.1
EURTRY,GBPCAD,-36.6,-61.2,11,8.2
EURTRY,GBPCHF,-71.1,-82.2,-67.3,-9.2
EURTRY,GBPHKD,-3.2,-71.6,-21.9,18.9
EURTRY,GBPJPY,-10,-73.6,-56.8,43.1
EURTRY,GBPNZD,-15.4,-83.7,-28.9,-17.4
EURTRY,GBPPLN,-77.3,-83.5,-70,7.7
EURTRY,GBPSGD,-72.8,-77.6,-33.5,34.2
EURTRY,GBPUSD,-7.7,-71.8,-20.3,19.8
EURTRY,GBPZAR,15.9,-57,-7.8,50.1
EURTRY,HKDJPY,-12.8,-44.9,-34.7,25.3
EURTRY,NZDCAD,-51.3,82.7,45.7,33
EURTRY,NZDCHF,-78.3,-10.2,-55.2,8.5
EURTRY,NZDHKD,31.3,59.5,9.7,24
EURTRY,NZDJPY,6.3,5.2,-35,33.9
EURTRY,NZDSGD,-65.7,49.8,-5.1,30.4
EURTRY,NZDUSD,23.9,60.4,11.3,24.2
EURTRY,SGDCHF,-48.5,-79.7,-40,-62.9
EURTRY,SGDHKD,77.2,58.7,21.3,-33.6
EURTRY,SGDJPY,58.8,-33.8,-29.7,4.9
EURTRY,TRYJPY,3.1,-85.7,-69.3,-93.3
EURTRY,USDCAD,-52.2,37.4,63.4,-12.4
EURTRY,USDCHF,-86.6,-76.2,-45.7,-37.7
EURTRY,USDCNH,-63.3,-0.5,-16.2,-24.7
EURTRY,USDCZK,-90.1,-68.5,-56,-47.7
EURTRY,USDDKK,-90.8,-85,-56.4,-47.4
EURTRY,USDHUF,-80.7,-65.7,-50.2,-16.2
EURTRY,USDINR,-33.2,24.5,4.3,41.8
EURTRY,USDJPY,-7.7,-45.9,-35.5,24.5
EURTRY,USDMXN,77.4,-0.7,37.9,49
EURTRY,USDNOK,-88.2,-89,-26.4,-20.6
EURTRY,USDPLN,-86.9,-79.6,-62.7,-8.2
EURTRY,USDSEK,-88.3,-86.8,-41.6,-51.8
EURTRY,USDSGD,-74.3,-60.7,-25.2,33.5
EURTRY,USDTRY,-13.5,51.2,33.4,91.8
EURTRY,USDZAR,19.5,-50.7,-4.6,50.3
EURTRY,ZARJPY,-20.3,47.9,-2.3,-40.6
EURTRY,AUDCHF,-41.1,-49.5,-36.7,-81.9
EURTRY,AUDHKD,84.4,65.3,-5.6,-67.6
EURTRY,AUDUSD,84.9,66.2,-3.7,-65.9
EURTRY,CHFHKD,86.3,75,45.9,36
EURTRY,EURAUD,75.4,79.2,47.6,81.9
EURTRY,EURCHF,74.9,82.6,64.3,37.1
EURTRY,EURCZK,-30.1,-23.2,-26.6,-4.9
EURTRY,EURDKK,-78.7,79.1,48.5,37.2
EURTRY,EURHKD,90.1,85.6,58.3,45.3
EURTRY,EURJPY,85.1,64.1,52,75.7
EURTRY,USDHKD,62.9,-23.6,-24.8,-26.6
EURTRY,USDTHB,-70.2,68.5,-1.5,42.3
EURTRY,USDSAR,-75,-24.9,-22.1,31.8
EURZAR,AUDCAD,55.1,-38.2,9.6,-69.8
EURZAR,AUDJPY,42.5,30.3,27.6,-19.4
EURZAR,AUDNZD,49.7,24.4,56.1,-65.4
EURZAR,AUDSGD,17.5,-47.3,-7.2,-6
EURZAR,CADCHF,-49.1,51.4,40.8,24.2
EURZAR,CADHKD,19.7,-29.5,13.7,42.9
EURZAR,CADJPY,13.2,53.1,27.1,41.2
EURZAR,CADSGD,-20,24,-18.6,49.3
EURZAR,CHFJPY,47,15.8,-43,44
EURZAR,CHFZAR,98.9,99.7,99.9,98.8
EURZAR,EURCAD,65.7,-47.3,-42,-22.1
EURZAR,EURGBP,51,-61,-41.9,-20.4
EURZAR,EURHUF,57.8,-51,-24.8,27.9
EURZAR,EURNOK,54.2,14.4,27,-23.3
EURZAR,EURNZD,64.3,-26.9,-26.2,-35.5
EURZAR,EURPLN,15,-1.5,-79.7,24.9
EURZAR,EURSEK,23.4,-31.2,73.9,-35
EURZAR,EURSGD,61.3,-55.3,-64,56.5
EURZAR,EURTRY,55.3,-40.8,9,68.6
EURZAR,EURUSD,66.3,-66.7,-49.7,21.4
EURZAR,EURZAR,100,100,100,100
EURZAR,GBPAUD,-24.8,61.3,-14.3,63.2
EURZAR,GBPCAD,-0.7,67,-13.7,-12.1
EURZAR,GBPCHF,-31,65.3,42.6,22.9
EURZAR,GBPHKD,22.5,40.9,-8.3,36.4
EURZAR,GBPJPY,9.9,69.2,18.1,48.9
EURZAR,GBPNZD,12.8,67.8,32.3,-38.2
EURZAR,GBPPLN,-47.1,60.2,-33.2,28.9
EURZAR,GBPSGD,-24.7,58.9,-29.8,52.8
EURZAR,GBPUSD,19.3,41.9,-12.2,37.6
EURZAR,GBPZAR,86.6,97.7,98.1,92.1
EURZAR,HKDJPY,-10.9,65.4,26.5,14.2
EURZAR,NZDCAD,-20.3,-49.7,-53.1,44.7
EURZAR,NZDCHF,-46.3,4.8,21.2,39.5
EURZAR,NZDHKD,20.8,-67.6,-59.6,49.1
EURZAR,NZDJPY,-5.2,23.1,-19,49.8
EURZAR,NZDSGD,-40,-47.9,-79.2,53.3
EURZAR,NZDUSD,17.1,-67.1,-62.3,49.1
EURZAR,SGDCHF,-27.6,70.9,64.4,-59.5
EURZAR,SGDHKD,48.2,-82.4,42.1,-41.4
EURZAR,SGDJPY,34.6,50.7,58.2,-19.3
EURZAR,TRYJPY,28.4,49.2,-48.8,-72.6
EURZAR,USDCAD,-18.8,29.5,-6.8,-43
EURZAR,USDCHF,-52.3,80.1,47.7,-27.9
EURZAR,USDCNH,-6.5,30.3,30.3,-44.3
EURZAR,USDCZK,-65.9,53.3,52.3,-19.8
EURZAR,USDDKK,-65.8,67.7,52.1,-21.1
EURZAR,USDHUF,-60.4,63.9,44.5,-7.9
EURZAR,USDINR,-43.5,-50.3,-82.6,47.1
EURZAR,USDJPY,-8.4,65.5,30.1,12.6
EURZAR,USDMXN,56.6,19.8,-42.7,59.1
EURZAR,USDNOK,-65.9,64.2,78.6,-41.4
EURZAR,USDPLN,-63.1,66.3,-28.4,-0.3
EURZAR,USDSEK,-58.9,61.2,66.5,-32.9
EURZAR,USDSGD,-47,81,-35.2,40.8
EURZAR,USDTRY,-42.8,37.5,67.8,67.9
EURZAR,USDZAR,90.4,99.1,98.3,92.1
EURZAR,ZARJPY,-89.5,-99.2,-99.3,-91.5
EURZAR,AUDCHF,-21.6,42.6,42.5,-55.4
EURZAR,AUDHKD,52.2,-76.7,19.5,-44.9
EURZAR,AUDUSD,53,-75.6,14.1,-42.4
EURZAR,CHFHKD,51.9,-80.5,-45.7,25.2
EURZAR,EURAUD,65.3,-41.5,-45.1,45.5
EURZAR,EURCHF,72.9,-30.5,-24.1,-6.4
EURZAR,EURCZK,-19.8,18.2,41.2,21.5
EURZAR,EURDKK,-53.6,-32.4,49.9,32.6
EURZAR,EURHKD,65.9,-67.2,-48.3,18.9
EURZAR,EURJPY,60.9,-5,-45.8,36.2
EURZAR,USDHKD,31.8,-8,70.2,-39.4
EURZAR,USDTHB,-49.8,-29.8,-65.8,31.6
EURZAR,USDSAR,-55.6,12.3,62.3,58.2
GBPAUD,AUDCAD,-26.3,-85.2,-74.4,-76.4
GBPAUD,AUDJPY,-77.6,-3.2,-78.5,-46.8
GBPAUD,AUDNZD,-78.6,-6.9,-77.2,-73.7
GBPAUD,AUDSGD,-82.3,-70.3,-82.1,-15.5
GBPAUD,CADCHF,15.6,86.1,-46.3,19.5
GBPAUD,CADHKD,-77.3,34.9,-19,50.6
GBPAUD,CADJPY,-79.3,58.8,-50.8,29.3
GBPAUD,CADSGD,-55,72.3,-30.6,49.7
GBPAUD,CHFJPY,-67.9,-21.4,19.4,27.6
GBPAUD,CHFZAR,-20.1,64.5,-12.2,63.5
GBPAUD,EURCAD,-30.2,-83.5,37.4,-18.7
GBPAUD,EURGBP,-87.9,-94.6,-25.9,-48.7
GBPAUD,EURHUF,-59,-67.5,-0.5,12.4
GBPAUD,EURNOK,-62.4,28.1,42.2,-20.3
GBPAUD,EURNZD,-58.8,-72.7,40.2,-36.9
GBPAUD,EURPLN,-1.5,6.3,15.6,20.1
GBPAUD,EURSEK,-27.6,12.3,-7.8,-43.1
GBPAUD,EURSGD,-76.5,-76.2,32.9,62.4
GBPAUD,EURTRY,-61.1,-78.3,-11.5,62.1
GBPAUD,EURUSD,-63.9,-78.3,39.6,36.3
GBPAUD,EURZAR,-24.8,61.3,-14.3,63.2
GBPAUD,GBPAUD,100,100,100,100
GBPAUD,GBPCAD,90.2,88.8,91.5,31.2
GBPAUD,GBPCHF,94.7,97.3,20.7,56.9
GBPAUD,GBPHKD,73.2,93.4,92.7,77
GBPAUD,GBPJPY,66.3,83.8,41.3,63.2
GBPAUD,GBPNZD,76.7,92.1,78.8,-16.7
GBPAUD,GBPPLN,87,96.6,38.6,48
GBPAUD,GBPSGD,82.8,97.6,85.1,79.8
GBPAUD,GBPUSD,76.8,93.5,93.1,77.4
GBPAUD,GBPZAR,22.1,75.5,-7.2,72.6
GBPAUD,HKDJPY,9.7,40.2,-53,-11.1
GBPAUD,NZDCAD,76.2,-69.7,27.3,53
GBPAUD,NZDCHF,69.1,32.5,-54.1,40.4
GBPAUD,NZDHKD,-14.9,-48.2,21.5,57.9
GBPAUD,NZDJPY,-12.3,2.6,-49.5,44.5
GBPAUD,NZDSGD,15.8,-30.8,4.7,56.7
GBPAUD,NZDUSD,-4.2,-49.5,22,57.6
GBPAUD,SGDCHF,77.1,79.7,-45,-67.4
GBPAUD,SGDHKD,-22.7,-64.5,22.3,-29.6
GBPAUD,SGDJPY,-13.1,25.5,-51.6,-46.3
GBPAUD,TRYJPY,-19.3,61.4,16.6,-71.6
GBPAUD,USDCAD,75.6,-33.2,18.1,-50.6
GBPAUD,USDCHF,70.3,79.3,-50.3,-47
GBPAUD,USDCNH,66.8,-7.3,-50.8,-48.5
